1.512879022756000000e+12,7.000000000000000000e+01
1.512879023762000000e+12,6.900000000000000000e+01
1.512879024792000000e+12,6.900000000000000000e+01
1.512879025746000000e+12,6.800000000000000000e+01
1.512879026758000000e+12,6.900000000000000000e+01
1.512879027770000000e+12,7.000000000000000000e+01
1.512879028730000000e+12,9.400000000000000000e+01
1.512879029750000000e+12,9.600000000000000000e+01
1.512879030744000000e+12,9.400000000000000000e+01
1.512879031713000000e+12,9.400000000000000000e+01
1.512879032716000000e+12,9.500000000000000000e+01
1.512879033695000000e+12,9.500000000000000000e+01
1.512879034703000000e+12,9.500000000000000000e+01
1.512879035720000000e+12,9.300000000000000000e+01
1.512879036701000000e+12,9.200000000000000000e+01
1.512879037688000000e+12,9.200000000000000000e+01
1.512879038681000000e+12,9.200000000000000000e+01
1.512879039699000000e+12,9.300000000000000000e+01
1.512879040672000000e+12,9.300000000000000000e+01
1.512879041672000000e+12,9.200000000000000000e+01
1.512879042692000000e+12,9.200000000000000000e+01
1.512879043678000000e+12,9.000000000000000000e+01
1.512879044669000000e+12,8.800000000000000000e+01
1.512879045695000000e+12,8.800000000000000000e+01
1.512879046648000000e+12,8.800000000000000000e+01
1.512879047655000000e+12,8.600000000000000000e+01
1.512879048657000000e+12,8.600000000000000000e+01
1.512879049654000000e+12,8.500000000000000000e+01
1.512879050631000000e+12,8.500000000000000000e+01
1.512879051658000000e+12,8.500000000000000000e+01
1.512879052628000000e+12,8.500000000000000000e+01
1.512879053622000000e+12,8.400000000000000000e+01
1.512879054647000000e+12,8.300000000000000000e+01
1.512879055628000000e+12,8.300000000000000000e+01
1.512879056614000000e+12,8.400000000000000000e+01
1.512879057635000000e+12,8.500000000000000000e+01
1.512879058644000000e+12,8.500000000000000000e+01
1.512879059609000000e+12,1.000000000000000000e+02
1.512879060613000000e+12,9.900000000000000000e+01
1.512879061623000000e+12,9.900000000000000000e+01
1.512879062602000000e+12,9.700000000000000000e+01
1.512879063583000000e+12,9.700000000000000000e+01
1.512879064585000000e+12,9.500000000000000000e+01
1.512879065569000000e+12,9.500000000000000000e+01
1.512879066577000000e+12,7.800000000000000000e+01
1.512879067575000000e+12,7.800000000000000000e+01
1.512879068605000000e+12,7.700000000000000000e+01
1.512879069556000000e+12,7.700000000000000000e+01
1.512879070575000000e+12,7.700000000000000000e+01
1.512879071561000000e+12,7.700000000000000000e+01
1.512879072565000000e+12,7.600000000000000000e+01
1.512879073567000000e+12,7.600000000000000000e+01
1.512879074539000000e+12,7.600000000000000000e+01
1.512879075555000000e+12,7.600000000000000000e+01
1.512879076546000000e+12,7.600000000000000000e+01
1.512879077530000000e+12,7.500000000000000000e+01
1.512879078537000000e+12,7.400000000000000000e+01
1.512879079552000000e+12,7.400000000000000000e+01
1.512879080529000000e+12,7.400000000000000000e+01
1.512879081538000000e+12,7.400000000000000000e+01
1.512879082508000000e+12,7.400000000000000000e+01
1.512879083510000000e+12,7.400000000000000000e+01
1.512879084517000000e+12,7.400000000000000000e+01
1.512879085498000000e+12,7.400000000000000000e+01
1.512879086489000000e+12,7.500000000000000000e+01
1.512879087513000000e+12,7.500000000000000000e+01
1.512879088490000000e+12,7.500000000000000000e+01
1.512879089489000000e+12,7.500000000000000000e+01
1.512879090515000000e+12,7.500000000000000000e+01
1.512879091472000000e+12,7.600000000000000000e+01
1.512879092498000000e+12,7.600000000000000000e+01
1.512879093476000000e+12,7.600000000000000000e+01
1.512879094481000000e+12,7.700000000000000000e+01
1.512879095482000000e+12,7.800000000000000000e+01
1.512879096462000000e+12,7.800000000000000000e+01
1.512879097460000000e+12,7.800000000000000000e+01
1.512879098449000000e+12,7.800000000000000000e+01
1.512879099453000000e+12,7.800000000000000000e+01
1.512879100442000000e+12,7.700000000000000000e+01
1.512879101440000000e+12,7.700000000000000000e+01
1.512879102425000000e+12,7.700000000000000000e+01
1.512879103467000000e+12,7.700000000000000000e+01
1.512879104439000000e+12,7.700000000000000000e+01
1.512879105412000000e+12,7.700000000000000000e+01
1.512879106409000000e+12,7.600000000000000000e+01
1.512879107475000000e+12,7.500000000000000000e+01
1.512879108427000000e+12,7.600000000000000000e+01
1.512879109443000000e+12,7.600000000000000000e+01
1.512879110414000000e+12,7.500000000000000000e+01
1.512879111412000000e+12,7.500000000000000000e+01
1.512879112395000000e+12,7.600000000000000000e+01
1.512879113411000000e+12,7.600000000000000000e+01
1.512879114419000000e+12,7.600000000000000000e+01
1.512879115379000000e+12,7.600000000000000000e+01
1.512879116376000000e+12,7.600000000000000000e+01
1.512879117401000000e+12,7.500000000000000000e+01
1.512879118403000000e+12,7.500000000000000000e+01
1.512879119371000000e+12,7.600000000000000000e+01
1.512879120362000000e+12,7.700000000000000000e+01
1.512879121350000000e+12,7.700000000000000000e+01
1.512879122404000000e+12,7.800000000000000000e+01
1.512879123342000000e+12,7.800000000000000000e+01
1.512879124361000000e+12,7.700000000000000000e+01
